Widok,Inwestycja,Deweloper,Liczba Mieszkań,Balkony,Fasady,Mieszkania,Teren,Udogodnienia,Wnętrza,ocenaLOG,ocena_wazona,Longitude,Latitude
,Dąbrowskiego Stare Podgórze,Archicom S.A.,,2,2,,0,,,1.66,0.00,19.9582231,50.0446587
#r3064,Murapol Parki Krakowa,Murapol S.A.,"1,021",0,1,0,0,,2,0.96,983.97,19.92621046822076,50.094599424352296
#r3071,Jerozolimska,Cordia Polska,159,2,3,3,1,1,2,2.31,367.13,19.966882982062856,50.03610762086256
#r3074,Viva Piast,Victoria Dom S.A.,365,2,0,0,0,,,0.95,348.38,20.011866975335604,50.10634947446168
#r3086,Mieszkaj w mieście - etap Pianistów budynek I.,Henniger Investment S.A.,141,1,4,1,1,1,,2.57,362.68,19.888682635459006,50.08386568065739
#r3090,Kuźnicy Kołłątajowskiej 68,Real-Construct Sp. z o.o.,115,1,0,1,0,1,,0.71,81.48,19.95109661294575,50.09841715416643
#r3093,Lokum Vista etap IIIb,Lokum Deweloper,131,0,1,2,1,,2,1.45,189.33,19.96098446973518,50.02440626259386
#r3094,Mazowiecka 115,Des Henryk Dowgier Anna Dowgier,86,1,2,1,1,,3,1.96,168.88,19.920365335503874,50.07737336399814
#r4816,Osiedle przy Malborskiej,Dom Development S.A.,70,1,0,1,1,1,3,1.67,117.09,19.962346043763254,50.02022567840251
#r3103,Osiedle Górka Narodowa,Dom Development S.A.,490,1,1,1,2,1,2,1.45,711.89,19.953894081248226,50.10085094858678
#r3112,Mieszkaj w Mieście - etap Poetów budynek K,Henniger Investment S.A.,224,1,3,2,1,1,3,2.23,499.18,19.88576520291305,50.08654359369402
#r3122,Osiedle Ozon etap V,Megapolis Development,183,0,1,1,0,0,,0.52,95.73,19.963010241199243,50.10203941404777
#r3122,Osiedle Ozon etap VI,Megapolis Development,236,0,1,1,0,0,,0.52,123.46,19.96305723129649,50.10208975869758
#r3125,Osiedle Lasówka etap II,Stylhut Plus Sp. z o.o.,124,1,3,1,1,,,1.95,242.35,19.99430998976583,50.049133157070486
#r3129,29. Aleja,Dom Development S.A.,149,1,2,1,1,0,3,1.81,269.55,19.951034335526316,50.078844217385814
#r3167,Pękowicka 94,Real-Construct Sp. z o.o.,24,1,1,,0,,,0.76,18.32,19.914614755090156,50.10091424669486
#r3168,Centralna Vita,Develia,371,2,2,,1,0,,1.53,568.11,20.01240180170109,50.05864754170712
#r3169,Murapol Mateczniq,Murapol S.A.,187,1,1,0,0,,1,0.71,132.49,19.93128,50.03652
#r3171,Ocean Apartments,Resi Capital S.A.,120,2,0,,0,0,3,1.81,216.89,19.973566863750168,50.04773847086744
#r3172,Apartamenty Park Matecznego Etap 1,Dom Development S.A.,26,2,2,,1,,3,2.24,58.25,19.937273043357767,50.035682723816144
#r3173,29. Aleja etap 2,Dom Development S.A.,166,1,0,,0,0,3,1.64,272.42,19.950782877926734,50.07872464245437
#r3174,Grzegórzecka 77,Develia,86,1,2,0,2,,,1.53,131.69,19.967321224706954,50.056678757594206
#r3175,Craft Zabłocie,Cordia Polska,94,2,3,,0,0,2,2.00,187.79,19.966143274472707,50.050450023798426
#r3176,Osiedle Górka Narodowa etap 5,Dom Development S.A.,113,1,0,,1,1,2,1.20,135.21,19.95543256838149,50.10007407644052
#r3177,Portowa Zabłocie,YIT Development Sp. z o.o.,156,3,3,,1,0,,2.40,373.68,19.970145195688605,50.05111294256829
#r3102,Osiedle przy Malborskiej II,Dom Development S.A.,159,2,0,1,1,0,3,1.76,280.01,19.962298033113544,50.02052465059213
#r3178,City Vibe,Develia,125,2,0,,1,0,2,1.36,170.1,19.99768571497244,50.045401432717576
#r3179,Bochenka Vita,Develia,140,1,0,,0,0,1,0.52,73.24,19.977636232404855,50.010912670867874
#r3180,FORTnatura,Frax-Bud Franciszek Drożdż,342,0,2,,2,0,,1.43,490.35,19.927610204347822,50.08364928941385
#r3181,Apartamenty Składowa,KRAK-KOLOR SKŁADOWA SP. Z O.O.,85,1,2,,0,0,3,1.86,158.3,19.931986750945235,50.0798920668405
#r3182,Vido,EKOPARK,34,3,3,,1,,3,2.76,93.72,19.9859,50.07285
#r3183,Koletek 3,GSS Property Suwaj,21,1,3,,0,,4,2.98,62.49,19.93945054536003,50.05242922871782
#r3184,Czerwieńskiego 3,Real-Construct Sp. z o.o.,85,2,2,1,0,1,,1.45,122.85,19.903378675556578,50.08639586482012
#r3185,Mieszkaj w Mieście - Zacisze Banacha,Henniger Investment S.A.,108,1,2,1,1,,3,1.96,212.08,19.960476901842345,50.10128634286417
#r3186,Forma Otwarta,EKOPARK,128,2,1,,2,0,3,2.04,261.55,19.890339009205995,50.09280961959625
#r3190,Sołtysowska,Sołtysowska Sp. z o.o.,73,2,1,,1,0,3,1.91,139.74,20.02147523673975,50.064165383953224
#r3191,Dąbska Pools,Dasta Invest Sp. z o.o.,132,2,2,,0,,,1.66,219.12,19.985278381619587,50.06557039148139
#r3192,Łepkowskiego 11,Grupa Wawel Service,43,3,0,,0,0,3,2.16,92.7,19.962924097390587,50.0913699645077
#r3193,Piasta Park VI,Grupa Wawel Service,118,1,0,,0,,,0.45,53.43,20.017408464970483,50.10343272748462
#r3194,Apartamenty Portowa,Matexi Polska Sp. z o.o.,99,2,2,,0,0,1,1.36,134.72,19.970348841770978,50.050712580734405
#r3195,Apartamenty Maestro,Awim Grupa Inwestycyjna,78,3,0,,0,1,,1.82,142.33,20.026680277857032,50.01511043562481
#r3196,Podgórska Park,Platforma Mieszkaniowa,18,0,0,,0,,,0.00,0,20.02323315116138,49.97932764253581
#r3197,Osiedle Symbioza etap IV,Rogala Development Sp. z o.o.,111,0,0,,0,0,,0.00,0,20.02369425363821,50.06228671919969
#r3199,Apartamenty Wybickiego 2.0,GVD Sp. z o.o.,43,3,3,2,0,1,3,2.48,106.47,19.91865447059392,50.083271574559305
#r3200,Faktoria Młyn,Faktoria Młyn Sp. z o. o.,62,,3,,2,1,3,2.53,156.94,20.0375596087886,50.086527323892035
#r3201,Przewóz 42 ATAL,ATAL S.A.,126,1,2,,1,,3,2.11,265.55,19.998216213424886,50.04156422057281
#r3202,Do Wilgi,Matexi Polska Sp. z o.o.,100,2,0,,0,1,2,1.36,136.08,19.93253,50.02272
#r3203,Piasta Towers bud. 86 i 86A,INTER-BUD Developer Sp. z o.o.,130,2,0,,1,1,1,1.20,155.56,20.010546414160654,50.1043621997815
#r3204,Mieszkaj w mieście - Etap Odkrywców L,Henniger Investment S.A.,130,1,3,,0,0,2,1.86,242.1,19.88639687292741,50.087824381660496
#r3205,Nowa Pszczelna,Nowy Ląd Sp. z o.o.,26,1,0,,0,1,3,1.71,44.34,19.916533436264103,50.024487872771765
#r3206,Viva Piast 5,Victoria Dom S.A.,99,2,0,1,0,,,1.11,109.64,20.01129763833947,50.10620791848944
#r3207,Nowa Siewna etap III,Super Krak S.A.,61,3,1,,0,,,2.07,126.35,19.95995842634185,50.09367168708252
#r3209,Glogera bud. H,Dom-Bud M. Szaflarski Sp. j.,37,0,1,0,0,,3,1.64,60.72,19.926038547068277,50.09915613423948
#r3210,SoHo Residence II,Terra Casa S.A.,53,3,2,,1,1,3,2.36,125.12,19.954881562320658,50.056606158614585
#r3211,ul. Powstańców/os. Piastów bud. E,Dom-Bud M. Szaflarski Sp. j.,115,1,0,,0,,1,0.62,71.31,20.015355832639923,50.10583678895116
#r3212,Federowicza – Ruczaj Park,HSD Inwestycje,116,3,1,,0,,,2.07,240.26,19.882585484725674,50.0151151150933
#r3213,Conrada 27,MJM Conrada Sp. z o.o.,144,0,1,1,0,1,,0.71,102.03,19.90301,50.08865
#r3214,Kapelanka - Pychowicka - budynek CD,Budrem  Kraków,102,1,2,0,1,,1,1.20,122.05,19.91973451378626,50.03392495343905
#r3215,Podedworze 13,EKOPARK,220,1,0,,1,0,,0.62,136.43,19.976862910708423,50.012740825765775
#r3216,Na Wzgórzach,J.W. Construction Holding S.A.,37,1,3,,0,,,2.07,76.64,19.962068077919383,49.87339346462216
#r3217,Strefa Cegielnia 2,ATAL S.A.,134,1,2,1,0,0,,1.09,145.65,20.043523890117626,50.108647760439645
#r3218,Strzelców 28,MFC Development,107,0,1,,1,0,,0.62,66.35,19.974656539631624,50.097846340268354
#r3219,Ecco Panorama,PM-Development Sp. z o.o.,101,0,1,,0,,,0.45,45.74,20.06281280046946,50.00279092792036
#r3220,Viva Piast 4,Victoria Dom S.A.,81,2,0,1,0,,,1.11,89.71,20.011274069960677,50.10622689230716
#r3221,Przewóz 4,Grupa Proins,127,0,0,,0,0,,0.00,0,19.98536,50.0451
#r3222,Stawowa,Dom-Bud M. Szaflarski Sp. j.,26,0,1,,1,0,2,1.09,28.26,19.876026042118898,50.099718019487995
#r3223,City Łobzów,Des Henryk Dowgier Anna Dowgier,205,1,1,,1,0,,0.83,169.74,19.90835,50.08173
#r3224,Kameralny Prokocim 2,Matexi Polska Sp. z o.o.,49,1,0,,0,,2,1.11,54.27,19.98827,50.01528
#r3225,Villa Botanica,GRUPA LANDESKRONE,18,3,2,,0,2,3,2.42,43.47,19.957272181802228,50.06052047841856
#r3226,Łokietka Park Lane,Hammak,56,3,3,,1,,,2.66,148.96,19.90887725571531,50.099550242251915
#r3227,Dominikanów,Dasta Invest Sp. z o.o.,53,4,1,,0,,,2.97,157.27,19.96402642620808,50.087161589221665
#r3229,LINDEGO2,Noho Investment,248,3,3,,2,3,3,2.86,710.48,19.879742595147814,50.079313540339975
#r3230,Domosfera II,Bryksy,128,1,2,,1,,1,1.36,173.74,19.987068344265914,50.092159465843324
#r3232,Start City etap IV,Grupa Deweloperska START,87,0,0,,0,,,0.00,0,20.001805214060894,50.0164484460456
#r3234,Skwer Harmonia,ATAL S.A.,150,1,2,,0,1,3,1.91,287.15,20.04238688487541,50.039775211158144
#r3235,Strefa Cegielnia,ATAL S.A.,144,3,2,,0,0,2,2.00,287.68,20.043520247297163,50.10881540844069
#r3236,Libra Residence,MFC Development,52,1,4,,2,3,4,3.33,173.05,19.94583816698479,50.058769314429284
#r3237,Arka Nova,Optimum Inwestycje Optimum Sp. z o.o. Sp. Komandytowa,67,2,1,,0,0,,1.11,74.2,19.85918605151536,49.97539716203017
#r3238,Sitowie,Urba Sp. z o.o.,121,1,0,0,3,,3,2.19,265.57,19.90938077192374,50.01491817197441
#r3239,Wzgórze Wielickie,HRMS Invest,112,0,1,,0,,2,1.11,124.04,20.048853053564642,50.00001587583524
#r3240,Młyny Mogilska,Noho Investment,422,1,4,,2,3,,3.05,"1,288.74",19.981469487735414,50.070545090034486
#r3241,Na Błonie 106,Grupa Wawel Service,29,2,1,,0,,3,2.05,59.56,19.877544815563134,50.07288964552434
#r3242,Emaus Garden,Grupa Matejek,125,3,3,,0,,3,2.73,341.1,19.889862682953545,50.0656530449911
#r3243,Turniejowa 59,EKOPARK,121,0,0,,0,,1,0.36,43.24,19.960346257015523,50.010773814747296
#r3244,Green Park Villa etap III,Imperial Capital,84,3,1,,0,,,2.07,173.98,19.87208580649832,50.09059188721849
#r3245,Illumina,Excon S.A.,145,1,1,4,1,,,2.75,399.17,20.010823163112903,50.01120600976093
#r3246,Mieszkaj w mieście - etap Reżyserów budynek J,Henniger Investment S.A.,177,2,3,1,1,1,,1.96,347.58,19.88713954959425,50.08507152756373
#r3248,Life Hub,Urba Sp. z o.o.,30,1,3,1,1,1,,1.82,54.7,19.923336383921807,50.07308689428253
#r3249,Slow City,EKOPARK,224,1,1,,2,1,3,1.96,439.88,19.920859507900836,50.100042216670715
#r3250,Apartamenty przy Parku,Murapol S.A.,10,0,1,0,0,1,,0.52,5.23,20.041315461492005,49.991413215862806
#r3251,Długa Residence,Platforma Mieszkaniowa,38,3,3,4,0,4,4,3.53,134.18,19.9383219131385,50.06799939276065
#r3252,Art City,EKOPARK,415,3,0,,1,,,2.07,859.56,19.97176492730197,50.06121266751753
#r3170,Słoneczne Miasteczko,Develia,165,0,1,,1,,,0.76,125.96,20.05899613645359,50.0209389289578
#r3939,Pod Jesionem,VESDOM DEVELOPMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6,4,2,,1,,4,3.40,20.37,19.877154291034,50.086032579116
#r3940,Apartamenty Radzikowskiego,RADZIKOWSKIEGO APV SP. Z O.O.,46,1,1,,0,,0,0.62,28.53,19.899965,50.08474
#r3941,Osiedle Pasteura Etap IV,Tętnowski Development,33,1,0,,0,,,0.45,14.94,19.933248832857,50.097370149854
#r3943,EkoSucharskiego,Sucharskiego,16,1,1,,0,,,0.76,12.21,20.044281416133,50.018152060018
#r3944,Nowe mieszkania od 31m2 do 45m2 - Nowa Huta,Invest House,32,1,1,,0,,,0.76,24.43,20.140286799523,50.071534677111
#r3945,Osiedle Kołłątajówka,Spravia,108,0,2,,2,0,3,2.00,215.76,19.960959295206724,50.09928768677168
#r3947,La Vie House,Imperial Capital,255,3,2,,2,2,3,2.52,643.4,19.942920286927965,50.03133014759222
#r3949,Casa Feliz Portowa,Casa Feliz Portowa Sp. z o.o.,90,0,1,,0,1,2,1.09,97.82,19.974104436705396,50.04850289011444
#r3952,Pękowicka 96,Hopfen Sp. z o.o.,27,0,1,,0,1,,0.62,16.74,19.914553929874415,50.10126197500432
#r3954,Osiedle Imbramowskie,TDJ Estate,212,3,2,,1,0,,2.05,435.43,19.95040869908896,50.088431398510934
#r3957,Apartamenty Gdyńska,APARTAMENTY GDYŃSKA,96,1,1,,0,,3,1.89,181.6,19.912784271164,50.091440624308
#r3958,Wiślane Klimaty,Start,69,2,2,,0,,,1.66,114.54,19.996890414415,50.046219117752
#r3959,Słomczyńskiego Widoki,Caba Development,89,2,0,,0,,,1.14,101.54,19.95869,50.099
#r3960,Moderno Łobzów,Ardekon,91,0,1,,0,1,3,1.71,155.21,19.930843688381096,50.08004775433446
#r3961,Wzgórze Krzemionki,Matejek Sp. z o.o.,62,3,1,,0,,,2.07,128.42,19.966565249126,50.035390470471
#r3963,Staw Płaszowski II,Activ Investment Sp. z o.o.,31,2,0,,1,,,1.31,40.58,19.975810153498266,50.0377239250895
#r3966,Osiedle Ozon,Megapolis Development,"1,474",2,0,,1,,,1.31,"1,929.46",19.961148,50.1019717
#r3968,Link Bunscha,Megapolis Development,102,0,0,,0,,,0.00,0,19.885244542329,50.016103962597
#r3971,Willa Zalesie,Nokturn Deweloper,36,3,1,,1,,,2.14,77.07,19.90787679266,50.020843291019
#r3973,Glogera 32 | w harmonii z naturą,Realimpex Inwestycje Sp. z o.o.,55,1,,,0,,,0.62,34.11,19.927108342329,50.103310238615
#r3974,U Przybyszewskiego,EKOPARK,206,1,1,,2,2,3,2.09,429.91,19.89139628970853,50.068808184063606
#r3975,Green Square Apartments,Arfa Invest,59,3,3,,0,,,2.62,154.53,19.984471222091,50.095202682218
#r3228,5cubes,KRK ESTATE,84,3,2,1,0,,,2.05,172.53,19.903747515060243,50.0953892956946
#r3976,Piasta Towers,INTER-BUD Developer Sp. z o.o.,903,3,0,,0,,2,2.00,"1,803.5",20.010905144775,50.104755578014
#r3977,Wiślane Tarasy 2.0,INTER-BUD Developer Sp. z o.o.,865,4,3,,1,4,4,3.62,"3,130.88",19.96226980288539,50.05507552976693
#r3978,Noble Residence,Bartycka Real Estate,80,2,3,,1,,3,2.53,202.5,19.929392,50.058815
#r3980,Start City,Start,94,0,0,,0,,,0.00,0,20.00041570462,50.01531003866
#r3981,Alchemik,Grupa Arkada,13,0,1,,0,0,,0.36,4.65,19.94137938769371,50.038571375000146
#r3982,Mieszkaj w Mieście – etap Poetów (bud. K),Henniger Investment S.A.,224,1,3,,2,,3,2.53,567.01,19.886084001669,50.087990369055
#r3983,Osiedle Piltza X,KG Group Sp. z o.o.,179,1,0,,1,,,0.76,136.65,19.889626054818258,50.01084374745038
#r3984,Kapelanka - Pychowicka,Budrem  Kraków,113,1,2,0,1,,1,1.20,135.21,19.92162118639048,50.03329232726616
#r3985,Bagry – Lipska/Siemienowicza,HSD Inwestycje,70,2,0,,0,,,1.14,79.87,19.995769903286,50.037967720047
#r3986,Greendustry Zabłocie,Quelle Locum Sp. z o.o.,125,2,2,,0,3,3,2.42,301.88,19.964369774892898,50.04697695942385
#r3987,Krowodrza Park,Tętnowski Development,338,3,2,,0,1,3,2.33,786.81,19.91427173340809,50.07111917606963
#r4307,Przewóz 42 ATAL II,ATAL S.A.,126,1,2,,1,,,1.45,183.06,19.998214180726432,50.04146278648608
#r4312,SoHo Residence I,Terra Casa S.A.,97,3,2,,1,1,3,2.36,229,19.955,50.05647
#r4316,Kameralna Golikówka,Kameralna Golikówka Sp. z o.o.,35,1,0,,0,0,1,0.52,18.31,20.003801420839622,50.041583107095654
#r4321,Barska Forum,Grimbud,12,2,3,,,0,,2.25,27,19.928436834799975,50.052284824214
#r4322,Glogera bud. F i G,Dom-Bud M. Szaflarski Sp. j.,110,1,1,0,0,,2,1.09,119.56,19.92611149647222,50.099244978357945
#r4329,Bona.,EKOPARK,244,1,2,,1,1,,1.36,331.2,19.961206604893057,50.025955543923054
#r4330,Osiedle Versus,Frax-Bud Franciszek Drożdż,70,0,1,,0,,,0.45,31.7,19.88122893694878,50.013754244039035
#r4331,Nove Dobczyce,4K Development,74,2,1,,0,0,,1.11,81.96,20.09811872664838,49.88059370800473
#r4332,Mierzeja Wiślana etap III,Instal Kraków S.A.,200,3,1,,0,0,,1.82,364.94,20.00316557290304,50.036105924642975
#r4334,Osiedle Mozaika,KG Group Sp. z o.o.,184,0,1,,0,1,,0.62,114.1,19.917652980381675,50.0976973410558
#r4438,Murapol Prado,Murapol S.A.,222,0,0,,0,,,0.00,0,19.92250759443424,50.098783112406224
#r4453,Matejki Residence,Royal Invest sp. z o.o.,52,3,2,,1,,3,2.53,131.63,19.94153,49.831684
#r4456,Green Park,Royal Invest sp. z o.o.,24,3,1,,0,,,2.07,49.71,19.949598570456,49.609204099947
#r4483,Kameralna Piltza,Kameralna PILTZA,12,1,1,2,1,,2,1.52,18.28,19.8894788,50.0090562
#r4484,Kapelanka-Pychowicka Etap III,Budrem  Kraków,139,2,1,,0,0,,1.11,153.94,19.9204861,50.0330018
#r4488,Akacjowa Wita,ATAL S.A.,100,1,1,,1,0,,0.83,82.8,19.9812345572536,50.08550017898588
#r4531,Geremka Inwestycja,Geremka Inwestycja  Spółka z ograniczoną odpowiedzialnością,50,2,1,,1,,,1.45,72.64,19.892754813603,50.003581084561
#r4533,Destino,EKOPARK,90,3,3,,1,1,2,2.36,212.47,19.889391958625804,50.070296318272796
#r4536,Kameralny Ruczaj,Activ Investment Sp. z o.o.,36,2,1,,0,,,1.31,47.12,19.919598,50.025143
#r4541,Wita bud. E,Archicom S.A.,180,2,3,,0,0,,2.00,359.5,19.94952992798092,50.07273796581176
#r4559,Mieszkaj w mieście - Ogrody Glogera,Henniger Investment S.A.,127,1,2,,,,2,1.76,223.95,19.931052741719192,50.09896556982916
#r4587,Look Up House,Imperial Capital,140,2,2,,1,,3,2.24,313.63,19.917225837707527,50.095091310422305
#r4605,Cechowa 100,Hammak,2,2,0,,0,,1,1.11,2.22,19.972951276513,50.006946258109
#r4609,Zielona 27,HO-BU POLSKA Sp. z o.o.,56,,,,,,,0.00,0,20.692627,49.601242
#r4636,Forma Otwarta etap II,EKOPARK,80,2,1,,2,1,3,2.09,166.95,19.890359812510532,50.092802320550064
#r4638,Enklawa Bukowa,Grupa Wawel Service,155,0,0,,1,,,0.45,70.19,20.049395918958787,50.03938198787638
#r4639,Stańczyka 5,Oaza Bronowice,94,2,2,,1,0,1,1.45,135.85,19.894454025480123,50.07818334657414
#r4640,Łużycka 71,DDS Development Sp. z o.o. 3 Sp. k.,53,1,1,,0,1,,0.83,43.88,19.9680672318174,50.01286862479681
#r4692,Stawowa Residence - etap V,Imperial Capital,48,3,1,1,1,1,,1.82,87.51,19.888464529826557,50.096456919326215
#r4643,Kobi HOUSE,Imperial Capital,42,3,2,0,0,,2,2.00,83.91,19.909595643614743,50.02187829596227
#r4678,Green Park etap II - apartament wykończony pod klucz,Imperial Capital,76,2,1,2,0,,,1.53,116.38,19.8733321,50.0923351
#r4680,Osiedle Krokus etap IV,Osiedle Krokus,75,2,1,,0,,,1.31,98.17,19.94425982236863,49.59966796122887
#r4685,Nordic Górka Narodowa,YIT Development Sp. z o.o.,98,1,3,1,2,1,2,1.97,193.05,19.957156066874116,50.10311932257979
#r4687,Osiedle Dolina Prądnika,Spravia,128,0,1,0,2,,3,1.86,238.38,19.9276493,50.1030848
#r4704,Lubostroń 13,Żołnierska Inwestycja Sp. z o.o.,61,3,3,,0,0,2,2.29,139.92,19.8967778477144,50.01474102878274
#r4727,ATAL Aleja Pokoju IIIB,ATAL S.A.,248,2,1,1,0,1,,1.20,296.75,20.00955,50.0665
#r4713,Masarska 6,ATAL S.A.,113,3,2,1,1,,3,2.36,266.77,19.9558727269627,50.05565836643348
#r4756,Zakątek Dąbie,ATAL S.A.,121,3,1,,0,,2,2.05,248.52,19.976448256295285,50.05571501962835
#r4786,Sensity,Dom Development S.A.,120,1,1,,0,,,0.76,91.61,19.97541946951325,50.0277823370691
#r4830,Murapol Nowy Złocień,Murapol S.A.,771,0,0,,0,,0,0.00,0,20.04973331592746,50.02336575948963
#r4861,Królewskie Tarasy,Murapol S.A.,710,0,0,,0,,,0.00,0,20.035508719841843,49.98666112001357
#r4877,Centralna Park,Develia,"1,060",0,0,,0,,,0.00,0,20.008723730596277,50.06129470877186
#r4882,Przy Mogilskiej,Develia,180,1,0,,0,,2,1.11,199.35,19.97685125999848,50.06906619156621
#r5004,Fredry 6,Spravia,143,2,2,,0,1,,1.53,218.97,19.94307477816565,50.02591264753652
#r5007,Nowa Myśliwska 55B,Spravia,174,0,2,,1,1,,1.24,215.8,19.997387861583423,50.04326000347821
#r5009,Nowa Myśliwska,Spravia,129,1,1,,1,,2,1.36,175.1,19.99725855951848,50.04420673960467
#r5013,Osiedle #dobrego III,Spravia,158,1,0,,0,0,,0.36,56.47,19.97805390025894,50.088962509006834
#r5016,Fredry 6 - etap II,Spravia,189,2,1,,1,,2,1.62,306.2,19.942259456196005,50.024544885452215
#r5018,Fredry 6 - etap IV,Spravia,187,1,1,,1,1,,1.00,187,19.94290529329597,50.02635527831339
#r5050,Świtezianki,Matexi Polska Sp. z o.o.,70,2,4,,0,0,,2.77,194.07,19.981190804823278,50.06214637501495
#r5053,Rogalskiego,Matexi Polska Sp. z o.o.,31,2,1,,1,,3,2.11,65.33,19.87583657869365,50.066614313703035
#r5106,Lema 28,Grupa Wawel Service,67,2,1,,0,,2,1.53,102.6,19.987244318167182,50.06867008823659
#r5119,Krygowskiego,Grupa Wawel Service,173,0,1,,0,,,0.45,78.34,19.901847243421415,50.00146771649438
#r5107,Piasta Park III,Grupa Wawel Service,315,1,0,,0,,,0.45,142.64,20.01813500878317,50.10238516053744
#r5113,Piasta Park V,Grupa Wawel Service,138,1,0,,0,,,0.45,62.49,20.0166930349761,50.10243834044168
#r5115,Nova Wiosenna,Grupa Wawel Service,16,0,2,,1,,3,2.05,32.86,19.85250638339579,50.069542494060926
#r5111,Lema 2,Grupa Wawel Service,96,2,0,,0,,,1.14,109.53,19.9854423103493,50.0697285921292
#r5117,Krygowskiego III,Grupa Wawel Service,52,1,0,,0,,,0.45,23.55,19.901396881025075,50.001670000351425
#r5110,Piasta Park IV,Grupa Wawel Service,314,1,0,,0,,,0.45,142.19,20.01628708094659,50.10291723495596
#r5114,Apartamenty Nowa Bonarka,Grupa Wawel Service,81,0,0,,0,0,,0.00,0,19.956343723750642,50.02054642409175
#r5109,Piasta Park II,Grupa Wawel Service,293,1,0,,0,,,0.45,132.68,20.018232528635583,50.102416800890396
#r5145,Osiedle 7 życzeń,EKOPARK,96,2,1,1,0,1,,1.20,114.87,19.88756003863607,50.09120480836076
#r5148,Apartamenty Morelove,EKOPARK,60,3,1,,1,2,3,2.36,141.65,19.87435991037245,50.06960754205696
#r5144,DUO Residence,EKOPARK,35,2,2,,1,1,3,2.09,73.04,19.920040631494476,50.05260186211438
#r5147,Nowa Lipska,EKOPARK,238,0,0,,1,,2,1.11,263.59,19.998393077640305,50.040751563604346
#r5164,Lublańska Park,Grupa Wawel Service,108,2,2,,0,,,1.66,179.28,19.96994954982694,50.086279667747895
